员工,警方,a股,公司,雨衣男,下架,母女,特斯拉,内卷,乐视,苏州,离婚,起火,电视台,新东方,比亚迪,25万,38,谭乔,拘留,股份,合约,回家,彬彬,性关系,拖拽,面包,山东,麦当劳,潜逃,节目,广播,版权,放回,进屋,目标,转让,取消,全面,续约,犯罪,巴菲特,辞退,德国,传播,货架,莱阳,前妻,北京,有限公司,躺平,被判赔,涉事,拒绝,被害人,维权,拖进,律师
0.0,0.0,0.0,0.0044308,0.0,0.0039579,0.0,0.9808293,0.0,0.0,0.9945055,0.0,0.9502847,0.0,0.0,0.0061719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065934,0.0,0.0,0.0,0.0,0.0,0.0084291,0.0,0.0,0.0,0.0079019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211195
0.0,0.6484428,0.0,0.0,0.6229589,0.003603,0.6219219,0.0,0.0,0.0,0.0,0.9952153,0.0,0.0,0.0,0.0,0.0,0.0,0.0043531,0.3593883,0.0,0.0,0.3699702,0.0,0.2414885,0.3829126,0.0,0.5411483,0.0,0.2206004,0.0,0.0,0.0,0.0,0.3743316,0.0,0.0,0.0063923,0.0062385,0.0,0.5580314,0.0,0.0,0.0,0.0322967,0.0,0.4385771,0.1745787,0.0,0.0,0.0,0.0,0.4348028,0.0,0.5894737,0.0,0.4367738,0.0
0.0,0.0,0.0,0.0046955,0.0,0.0,0.0,0.9478076,0.0,0.0,0.9502847,0.0,0.9939759,0.0,0.0,0.0064367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086939,0.0,0.0,0.0,0.0081667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108245
0.0134197,0.0,0.0,0.1457807,0.0,0.6714084,0.0,0.0,0.009375,0.0082204,0.0,0.0,0.0,0.9947917,0.0,0.0,0.0,0.0,0.4108456,0.0,0.0,0.009375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4073529,0.876807,0.3515625,0.0,0.0,0.0,0.0127841,0.0,0.2644631,0.0,0.0,0.0,0.0,0.0,0.3645833,0.0,0.0,0.0,0.038794,0.2387153,0.0158466,0.0,0.0149171,0.0197011,0.0,0.4635417,0.0,0.40625
0.5972622,0.0,0.0,0.3346945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9929078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9858156,0.0,0.0,0.0,0.0,0.0,0.4785406,0.4169622,0.0088652,0.9893364,0.0084005,0.5935862,0.0,0.0612766,0.0,0.0113586
0.0,0.0,0.0,0.127704,0.0,0.0,0.0,0.0123138,0.005508,0.0049307,0.0061719,0.0,0.0064367,0.0,0.0,0.9931507,0.0,0.0,0.0,0.0,0.8587201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.901567,0.0074247,0.0,0.0,0.0,0.9584638,0.0,0.0073617,0.0,0.0,0.0,0.0,0.0085793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0054231,0.0,0.0,0.15306,0.0,0.7326022,0.0,0.0,0.0,0.0,0.0,0.0043531,0.0,0.4108456,0.0,0.0,0.0,0.0,0.9960784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3217287,0.2816176,0.0,0.0,0.0,0.0114973,0.0,0.2671192,0.0,0.0,0.0,0.0,0.0,0.2980615,0.0,0.0,0.0,0.0355771,0.191122,0.0,0.0,0.0,0.0092072,0.0,0.4141176,0.0,0.3518382
0.0,0.3156741,0.0,0.00402,0.6385366,0.0,0.6894663,0.0,0.0,0.0,0.0,0.3593883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9953271,0.0,0.0,0.0900873,0.0,0.0767054,0.7810587,0.0,0.4060323,0.0,0.0444615,0.0,0.0,0.0,0.0,0.7963094,0.0,0.0,0.0063364,0.0,0.0,0.0780819,0.0,0.0,0.0,0.0080183,0.0,0.1047999,0.0630318,0.0149822,0.0,0.0,0.0,0.4170674,0.0,0.0683965,0.0,0.3352716,0.0304468
0.0,0.0,0.0,0.1895196,0.0,0.0,0.0,0.0,0.0058147,0.0052374,0.0,0.0,0.0,0.0,0.0,0.8587201,0.0,0.0,0.0,0.0,0.9925373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.879749,0.0,0.0,0.0,0.0,0.8690299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1086926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0085023,0.0,0.0,0.0715699,0.0,0.0,0.0,0.0,0.0083333,0.0071787,0.0,0.0,0.0,0.009375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9958333,0.0061817,0.9833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119792,0.0,0.0,0.0,0.0,0.0,0.0,0.9267512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014805,0.0,0.0,0.0186594,0.0,0.0,0.0,0.0
0.0,0.6037192,0.0,0.0057819,0.5568891,0.0,0.5916652,0.0,0.0,0.0,0.0,0.3699702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0900873,0.0,0.0061817,0.9918033,0.0061817,0.0927847,0.2103354,0.0,0.1728763,0.0,0.0807048,0.0,0.0,0.0,0.0,0.1242197,0.0,0.0,0.0,0.0,0.0065138,0.5404762,0.0,0.0,0.0,0.0097802,0.0,0.4763648,0.0894605,0.0,0.0,0.0,0.0,0.0626691,0.0,0.5897757,0.0,0.5107543,0.0
0.0028341,0.0,0.0,0.0640362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9833333,0.0061817,0.9958333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9267512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2064942,0.0,0.0,0.6897203,0.0,0.2119309,0.0,0.0,0.0,0.0,0.2414885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0767054,0.0,0.0,0.0927847,0.0,0.9965986,0.1254985,0.0,0.2123686,0.0,0.8763885,0.0,0.0,0.0,0.0,0.0942114,0.0,0.0,0.0,0.0,0.0,0.2520408,0.0,0.0,0.0,0.0,0.0,0.1651146,0.9272515,0.0068553,0.0,0.0,0.0,0.0262202,0.0089471,0.2298067,0.0,0.1692624,0.0285395
0.0,0.513009,0.0,0.0031203,0.7280606,0.0,0.8092712,0.0,0.0,0.0,0.0,0.3829126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7810587,0.0,0.0,0.2103354,0.0,0.1254985,0.9971264,0.0,0.4725967,0.0,0.0957551,0.0,0.0,0.0,0.0,0.9431871,0.0,0.0,0.0054368,0.0,0.0,0.2045567,0.0,0.0,0.0,0.035593,0.0,0.2472938,0.108981,0.0131828,0.0,0.0,0.0,0.4026336,0.0,0.1741984,0.0,0.4104982,0.0369971
0.6307245,0.0,0.0,0.0042877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9947917,0.0,0.9741194,0.0,0.0,0.0,0.0,0.9790844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.937163,0.0,0.0,0.0,0.0,0.0,0.0,0.2312146,0.0,0.0,0.0092708,0.0,0.0104167
0.0,0.6129316,0.0,0.006229,0.5571308,0.0,0.5734266,0.0,0.0,0.0,0.0,0.5411483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4060323,0.0,0.0,0.1728763,0.0,0.2123686,0.4725967,0.0,0.9909091,0.0,0.126448,0.0,0.0,0.0,0.0,0.4631016,0.0,0.0,0.0,0.0,0.0,0.1675325,0.0,0.0,0.0,0.0102273,0.0,0.327714,0.0833446,0.0194002,0.0,0.0,0.0,0.5639894,0.0,0.1667464,0.0,0.622864,0.0370739
0.6256772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9741194,0.0,0.9948454,0.0,0.0,0.0,0.0,0.974064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9326258,0.0,0.0,0.0,0.0,0.0,0.0,0.2303823,0.0,0.0,0.009244,0.0,0.0103898
0.0,0.1768881,0.0,0.0,0.6512039,0.0,0.1785019,0.0,0.0,0.0,0.0,0.2206004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0444615,0.0,0.0,0.0807048,0.0,0.8763885,0.0957551,0.0,0.126448,0.0,0.9957806,0.0,0.0,0.0,0.0,0.0512077,0.0,0.0,0.0,0.0,0.0,0.2611212,0.0,0.0,0.0,0.0,0.0,0.1451805,0.866632,0.0072643,0.0,0.0,0.0,0.0417844,0.0093561,0.2506773,0.0,0.1056439,0.0198444
0.0066331,0.0,0.0,0.1815805,0.0,0.4965105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4073529,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9882353,0.3063625,0.3523897,0.0,0.0,0.0,0.0290107,0.0,0.2821267,0.0,0.0,0.0,0.0,0.0,0.2544118,0.0,0.0,0.0,0.0,0.0840959,0.0,0.0,0.0214734,0.0,0.0,0.3011765,0.0,0.1232537
0.0083042,0.0,0.0,0.1271216,0.0,0.631846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.876807,0.0,0.0,0.0,0.0,0.3217287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3063625,0.9931973,0.2484588,0.0,0.0,0.0,0.0143785,0.0,0.1956829,0.0,0.0,0.0,0.0,0.0,0.3633271,0.0,0.0,0.0,0.04278,0.2489607,0.0,0.0,0.0165115,0.0,0.0,0.4933333,0.0,0.4149128
0.246821,0.0,0.0,0.3912826,0.0,0.3274818,0.0,0.0,0.3114583,0.2814383,0.0,0.0,0.0,0.3515625,0.0,0.0,0.0,0.0,0.2816176,0.0,0.0,0.0119792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3523897,0.2484588,0.9921875,0.0,0.0,0.0,0.0307765,0.0,0.2325721,0.0,0.0,0.0,0.0,0.0,0.1725852,0.0,0.0,0.0,0.0453044,0.0512153,0.3136636,0.0,0.0175212,0.0334579,0.0,0.2326042,0.0,0.1171875
0.6324957,0.0,0.0,0.0043151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9790844,0.0,0.974064,0.0,0.0,0.0,0.0,0.9947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9362229,0.0,0.0,0.0,0.0,0.0,0.0,0.2245784,0.0,0.0,0.0092982,0.0,0.0104441
0.0,0.4629163,0.0,0.006463,0.7092056,0.0,0.7883963,0.0,0.0,0.0,0.0,0.3743316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7963094,0.0,0.0,0.1242197,0.0,0.0942114,0.9431871,0.0,0.4631016,0.0,0.0512077,0.0,0.0,0.0,0.0,0.996904,0.0,0.0,0.005548,0.0,0.0,0.1135781,0.0,0.0,0.0,0.036149,0.0,0.1868331,0.0751005,0.0134053,0.0,0.0,0.0,0.4033485,0.0,0.0817337,0.0,0.3343653,0.037442
0.0,0.0059216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9907407,0.0,0.8370741,0.0,0.0,0.0,0.0,0.0,0.8480971,0.0103114,0.0,0.0,0.0,0.0097843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0090773,0.0,0.0,0.1313131,0.0,0.0099971,0.0,0.0,0.0117424,0.0105878,0.0,0.0,0.0,0.0127841,0.0,0.901567,0.0,0.0,0.0114973,0.0,0.879749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0290107,0.0143785,0.0307765,0.0,0.0,0.0,0.9924242,0.0,0.007634,0.0,0.0,0.9125541,0.0,0.0,0.0189394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0313636,0.0,0.0
0.0,0.0,0.0,0.011367,0.0046614,0.0,0.0049158,0.0,0.0,0.0,0.0,0.0063923,0.0,0.0,0.0,0.0074247,0.0,0.0,0.0,0.0063364,0.0,0.0,0.0,0.0,0.0,0.0054368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005548,0.8370741,0.0,0.992,0.0156923,0.0,0.0,0.0,0.0,0.9286299,0.0096818,0.0,0.0,0.0,0.0091546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118125
0.0,0.0,0.0,0.1216524,0.0,0.5410784,0.0,0.0,0.0,0.0,0.0065934,0.0062385,0.0,0.2644631,0.0,0.0,0.0,0.0,0.2671192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2821267,0.1956829,0.2325721,0.0,0.0,0.0,0.007634,0.0156923,0.9923077,0.0,0.0,0.0,0.0,0.0,0.1143357,0.0,0.0,0.0,0.0540048,0.0254274,0.0,0.0,0.0,0.0,0.0,0.1471795,0.0,0.1399038
0.0031662,0.0,0.0,0.0696823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9267512,0.0065138,0.9267512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9951691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5872278,0.0,0.0,0.5531746,0.0,0.5620879,0.0,0.0,0.0,0.0,0.5580314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0780819,0.0,0.0,0.5404762,0.0,0.2520408,0.2045567,0.0,0.1675325,0.0,0.2611212,0.0,0.0,0.0,0.0,0.1135781,0.0,0.0,0.0,0.0,0.0,0.9904762,0.0,0.0,0.0,0.0104437,0.0,0.5391817,0.1921997,0.0,0.0,0.0,0.0,0.0288488,0.0,0.8922306,0.0,0.1704261,0.0
0.0,0.0,0.0,0.1261183,0.0,0.0,0.0,0.0,0.0056548,0.0050775,0.0,0.0,0.0,0.0,0.0,0.9584638,0.0,0.0,0.0,0.0,0.8690299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9125541,0.0,0.0,0.0,0.0,0.9928571,0.0,0.0,0.0,0.0,0.0,0.0,0.0087261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.601559,0.0,0.0,0.3346945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9858156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9929078,0.0,0.0,0.0,0.0,0.0,0.4785406,0.4169622,0.0088652,0.9893364,0.0084005,0.5935862,0.0,0.0612766,0.0,0.0113586
0.0,0.0,0.0,0.0,0.0,0.0051477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8480971,0.0,0.9286299,0.0,0.0,0.0,0.0,0.0,0.992126,0.0096188,0.0,0.0,0.0,0.0181833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0128651,0.0139476,0.0,0.1473064,0.0380592,0.3239462,0.0395854,0.0084141,0.0077652,0.0071878,0.0084291,0.0322967,0.0086939,0.3645833,0.0,0.0,0.0,0.0,0.2980615,0.0080183,0.0,0.0,0.0097802,0.0,0.0,0.035593,0.0,0.0102273,0.0,0.0,0.2544118,0.3633271,0.1725852,0.0,0.036149,0.0103114,0.0189394,0.0096818,0.1143357,0.0,0.0104437,0.0,0.0,0.0096188,0.9886364,0.0,0.016218,0.0,0.0,0.3609007,0.0,0.0,0.0526809,0.0,0.010945,0.5186364,0.0094412,0.4183239
0.6239357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.937163,0.0,0.9326258,0.0,0.0,0.0,0.0,0.9362229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9941176,0.0,0.0,0.0,0.0,0.0,0.0,0.2416619,0.0,0.0,0.0096078,0.0,0.0107537
0.0,0.7549923,0.0,0.0041107,0.6331548,0.0,0.6786159,0.0,0.0,0.0,0.0,0.4385771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1047999,0.0,0.0,0.4763648,0.0,0.1651146,0.2472938,0.0,0.327714,0.0,0.1451805,0.0,0.0,0.0,0.0,0.1868331,0.0,0.0,0.0,0.0,0.0,0.5391817,0.0,0.0,0.0,0.016218,0.0,0.9951456,0.1116143,0.0075818,0.0,0.0,0.0,0.1092233,0.0,0.5921564,0.0,0.2103438,0.0307191
0.0,0.1452524,0.0,0.0,0.6747216,0.0,0.1557597,0.0,0.0,0.0,0.0,0.1745787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0630318,0.0,0.0,0.0894605,0.0,0.9272515,0.108981,0.0,0.0833446,0.0,0.866632,0.0,0.0,0.0,0.0,0.0751005,0.0,0.0,0.0,0.0,0.0,0.1921997,0.0,0.0,0.0,0.0,0.0,0.1116143,0.9962687,0.0070203,0.0,0.0,0.0,0.0201601,0.009112,0.1782207,0.0,0.1125014,0.0290345
0.3366072,0.0064466,0.0,0.3760977,0.011632,0.0381918,0.0121408,0.0078869,0.007238,0.0066607,0.0079019,0.0,0.0081667,0.038794,0.4785406,0.0085793,0.0,0.0,0.0355771,0.0149822,0.0,0.0,0.0,0.0,0.0068553,0.0131828,0.0,0.0194002,0.0,0.0072643,0.0,0.04278,0.0453044,0.0,0.0134053,0.0097843,0.0,0.0091546,0.0540048,0.0,0.0,0.0087261,0.4785406,0.0181833,0.0,0.0,0.0075818,0.0070203,0.9896907,0.508782,0.0,0.4799337,0.020018,0.5704467,0.0,0.0,0.0,0.1167043
0.2851602,0.0,0.0,0.4987374,0.0,0.1985696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2387153,0.4169622,0.0,0.0,0.0,0.191122,0.0,0.1086926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0840959,0.2489607,0.0512153,0.0,0.0,0.0,0.0,0.0,0.0254274,0.0,0.0,0.0,0.4169622,0.0,0.3609007,0.0,0.0,0.0,0.508782,0.9907407,0.0,0.418254,0.028452,0.5581723,0.0,0.3727778,0.0,0.3732639
0.546291,0.0,0.0,0.2590981,0.0,0.0,0.0,0.0,0.2960993,0.6074404,0.0,0.0,0.0,0.0158466,0.0088652,0.0,0.0,0.0,0.0,0.0,0.0,0.014805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3136636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9893617,0.0088906,0.0,0.0251311,0.0,0.0119858,0.0,0.0
