日本,安倍,安倍晋三,警方,枪击,生命,前首相,嫌疑人,身亡,鱼吐人言,画面,中枪,身体,演讲时,倒地,遭遇,体征,奈良,乡镇,山上,奈良市,东京,奈良县,伤势,胸部,心肺,疫苗,嫌犯,遇刺,演讲,逮捕,精准,枪支,日本首相,脊椎动物,街头,自制,安保,击中,抢救,执政,袭击,日本广播协会,开枪,子弹,霰弹枪,疑似,田文雄,公安部,闭环,流血,新闻报道,枪声,遭受,自卫队,政坛,林平之,遇袭,救护车,遗体,枪响,不明,狐妖小红娘月红篇,枪击案,岳灵珊,日本共同社,莱恩,富士,先进,监护室,右翼,何欣蕾,单曲,动机,实验,重症,自民党,可控,供述,米处,增程式,二战,小燕子,风光,刺杀,保镖,玄色,凶手,悲伤,不治,头骨,中日关系,软骨,哀悼,嫌疑,警备,日元,葬礼,被捕,同情
0.5670867,0.5964912,0.6022556,0.3078947,0.4334365,0.2828947,0.6019139,0.2631579,0.1471292,0.0,0.1860902,0.1776316,0.0,0.6533575,0.3684211,0.2039474,0.3343653,0.2385965,0.0,0.1789474,0.9473684,0.1526316,0.3721805,0.0717703,0.582996,0.2385965,0.0,0.1526316,0.2591093,0.1359649,0.2719298,0.0,0.245614,0.1776316,0.0,0.4578947,0.1954887,0.2192982,0.2039474,0.2289474,0.3289474,0.2932331,0.5182186,0.3052632,0.1263158,0.2192982,0.4887218,0.1954887,0.1096491,0.0,0.3274854,0.1526316,0.3274854,0.1263158,0.1954887,0.3274854,0.0,0.2932331,0.3274854,0.1954887,0.2932331,0.3026316,0.0,0.0977444,0.0,0.2526316,0.0,0.1263158,0.0,0.0,0.2192982,0.1263158,0.0,0.2932331,0.0,0.0,0.4887218,0.0,0.1263158,0.0,0.0,0.4385965,0.0,0.0,0.2192982,0.0,0.0,0.0,0.1513158,0.0,0.0,0.0,0.0,0.1263158,0.3789474,0.1929825,0.0,0.1929825,0.3789474,0.0
0.3992958,0.4114035,0.5142857,0.0,0.2392157,0.0708333,0.3545455,0.0763158,0.4363636,0.0,0.0857143,0.1125,0.0,0.2017241,0.0763158,0.275,0.0794118,0.0833333,0.0,0.0,0.1526316,0.9,0.1714286,0.0954545,0.0884615,0.0833333,0.0,0.0,0.2653846,0.1833333,0.0916667,0.0,0.0,0.225,0.0,0.0,0.0,0.1333333,0.0,0.2,0.2666667,0.1214286,0.0884615,0.0,0.0,0.0,0.0,0.2428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1055556,0.0,0.2428571,0.0,0.4857143,0.2428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.1214286,0.0,0.0,0.1333333,0.0,0.2666667,0.0,0.0,0.1333333,0.1214286,0.0,0.2111111,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.2166667,0.175,0.2166667,0.0,0.0
0.5130785,0.4893484,0.4714286,0.425,0.4551821,0.1696429,0.4928571,0.4342105,0.2337662,0.0,0.0,0.0,0.0,0.317734,0.1240602,0.2321429,0.1302521,0.2761905,0.0,0.2761905,0.3721805,0.1714286,0.9285714,0.1623377,0.1483516,0.4142857,0.0,0.2571429,0.2225275,0.3095238,0.3869048,0.0,0.3650794,0.1964286,0.0,0.2571429,0.3214286,0.4761905,0.1547619,0.2571429,0.1190476,0.5357143,0.2967033,0.3428571,0.2714286,0.2380952,0.4285714,0.2142857,0.1190476,0.0,0.2738095,0.2571429,0.1825397,0.2714286,0.3214286,0.1825397,0.0,0.3214286,0.2738095,0.1071429,0.2142857,0.3214286,0.0,0.1071429,0.0,0.4071429,0.0,0.1357143,0.0,0.0,0.2380952,0.1357143,0.0,0.3214286,0.0,0.0,0.4285714,0.0,0.2714286,0.1190476,0.0,0.2380952,0.0,0.0,0.2380952,0.0,0.0,0.1825397,0.1607143,0.0,0.0,0.1607143,0.0,0.1357143,0.4071429,0.4047619,0.0,0.0,0.2714286,0.0
0.524968,0.4338118,0.4733766,0.0,0.5525847,0.0662879,0.5454545,0.0717703,0.6818182,0.0,0.0811688,0.1079545,0.0,0.0626959,0.0717703,0.1742424,0.0,0.0,0.0,0.0,0.0717703,0.0954545,0.1623377,0.9090909,0.0,0.1575758,0.0,0.0,0.0839161,0.0871212,0.0871212,0.0,0.0,0.2159091,0.0,0.0954545,0.0,0.2575758,0.0,0.1909091,0.2575758,0.1168831,0.2517483,0.0954545,0.1454545,0.0,0.0,0.0,0.0,0.0,0.1010101,0.0954545,0.1010101,0.1454545,0.0,0.2020202,0.0,0.0,0.0,0.0,0.1168831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2575758,0.1454545,0.0,0.0,0.0,0.0,0.1168831,0.0,0.0,0.1287879,0.0,0.0,0.0,0.0,0.0,0.1168831,0.0,0.1010101,0.0,0.0,0.0,0.1704545,0.0,0.4363636,0.0,0.2121212,0.1704545,0.0,0.0,0.1704545
0.5460455,0.4723347,0.5472527,0.1903846,0.2895928,0.2371795,0.5706294,0.0647773,0.0,0.0,0.2225275,0.2019231,0.0,0.5013263,0.2591093,0.0,0.2714932,0.0717949,0.0,0.0717949,0.582996,0.0884615,0.1483516,0.0,0.9230769,0.2153846,0.0,0.0884615,0.0769231,0.0801282,0.2403846,0.0,0.0940171,0.0,0.0,0.1769231,0.0,0.1217949,0.2403846,0.0,0.0,0.0,0.4615385,0.1769231,0.0,0.0,0.1098901,0.1098901,0.0,0.0,0.1880342,0.0884615,0.2820513,0.0,0.0,0.0940171,0.0,0.1098901,0.3760684,0.0,0.2197802,0.0,0.0,0.1098901,0.0,0.0,0.0,0.1384615,0.0,0.0,0.1217949,0.1384615,0.0,0.0,0.0,0.0,0.2197802,0.0,0.0,0.0,0.0,0.2435897,0.0,0.0,0.1217949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1384615,0.0,0.1634615,0.0,0.0,0.0
0.5652582,0.3789474,0.5666667,0.4083333,0.345098,0.2708333,0.4666667,0.2385965,0.2242424,0.0,0.2071429,0.2875,0.0,0.3034483,0.2385965,0.075,0.2509804,0.2666667,0.0,0.0,0.2385965,0.0833333,0.4142857,0.1575758,0.2153846,0.9333333,0.0,0.0,0.1435897,0.525,0.225,0.0,0.0888889,0.0958333,0.0,0.1666667,0.0,0.35,0.3,0.25,0.0,0.1047619,0.2153846,0.1666667,0.1333333,0.0,0.2095238,0.1047619,0.0,0.0,0.1777778,0.5833333,0.1777778,0.1333333,0.0,0.0888889,0.0,0.1047619,0.2666667,0.0,0.1047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1166667,0.0,0.0,0.0,0.0,0.0,0.2095238,0.0,0.0,0.1166667,0.0,0.2333333,0.0,0.0,0.1166667,0.0,0.0,0.0888889,0.0,0.0,0.0,0.1583333,0.0,0.1333333,0.1333333,0.2,0.1583333,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.1458333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5133803,0.4701754,0.4,0.6,0.4784314,0.0708333,0.4136364,0.4578947,0.0,0.0,0.0857143,0.1125,0.1214286,0.2689655,0.1526316,0.0916667,0.0794118,0.1666667,0.0,0.6666667,0.1526316,0.0,0.2571429,0.0,0.0884615,0.0,0.0,0.9,0.1769231,0.0916667,0.4583333,0.0,0.3166667,0.1125,0.0,0.1,0.3642857,0.1333333,0.1833333,0.1,0.1333333,0.3642857,0.0884615,0.4,0.45,0.2666667,0.2428571,0.1214286,0.1333333,0.0,0.2111111,0.1,0.1055556,0.15,0.3642857,0.1055556,0.0,0.1214286,0.0,0.1214286,0.2428571,0.35,0.0,0.7285714,0.0,0.45,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.6071429,0.0,0.0,0.1214286,0.0,0.45,0.1333333,0.0,0.0,0.0,0.0,0.2666667,0.0,0.0,0.3166667,0.175,0.0,0.0,0.0,0.0,0.0,0.45,0.2166667,0.0,0.0,0.3,0.0
0.4550379,0.5195682,0.456044,0.2538462,0.3378582,0.1778846,0.3804196,0.194332,0.1835664,0.0,0.0741758,0.0,0.1098901,0.1671088,0.194332,0.1602564,0.2036199,0.0717949,0.0,0.1435897,0.2591093,0.2653846,0.2225275,0.0839161,0.0769231,0.1435897,0.0,0.1769231,0.9230769,0.0801282,0.2403846,0.0,0.1880342,0.1009615,0.0,0.2653846,0.1098901,0.1217949,0.0801282,0.1769231,0.2435897,0.1098901,0.1538462,0.1769231,0.1384615,0.2435897,0.3296703,0.1098901,0.0,0.0,0.0940171,0.0884615,0.3760684,0.0,0.2197802,0.1880342,0.0,0.1098901,0.0940171,0.1098901,0.0,0.0,0.0,0.2197802,0.0,0.0,0.0,0.0,0.0,0.1384615,0.1217949,0.0,0.0,0.1098901,0.0,0.1384615,0.2197802,0.0,0.1384615,0.0,0.0,0.2435897,0.0,0.0,0.2435897,0.0,0.0,0.0940171,0.1634615,0.0,0.0,0.0,0.0,0.1384615,0.0,0.0,0.0,0.0,0.0,0.1634615
0.4383803,0.3530702,0.4880952,0.4,0.4632353,0.125,0.4060606,0.2719298,0.1931818,0.0,0.077381,0.2083333,0.0,0.1767241,0.2039474,0.25,0.1421569,0.45,0.0,0.075,0.1359649,0.1833333,0.3095238,0.0871212,0.0801282,0.525,0.0,0.0916667,0.0801282,0.9166667,0.25,0.1416667,0.1944444,0.1041667,0.0,0.0916667,0.2261905,0.25,0.1666667,0.0,0.0,0.2261905,0.0801282,0.0916667,0.1416667,0.0,0.2261905,0.1130952,0.125,0.0,0.0,0.6416667,0.0972222,0.1416667,0.0,0.0972222,0.0,0.2261905,0.1944444,0.2261905,0.2261905,0.1666667,0.0,0.0,0.0,0.1416667,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.1130952,0.0,0.0,0.1130952,0.0,0.0,0.25,0.0,0.125,0.0,0.0,0.125,0.1130952,0.0,0.1944444,0.0,0.0,0.0,0.1666667,0.0,0.0,0.2833333,0.4166667,0.1666667,0.0,0.1416667,0.0
0.5357981,0.5548246,0.4880952,0.4,0.5147059,0.1875,0.5075758,0.4078947,0.0643939,0.0,0.2321429,0.1041667,0.1130952,0.2945402,0.2039474,0.1666667,0.2132353,0.075,0.0,0.525,0.2719298,0.0916667,0.3869048,0.0871212,0.2403846,0.225,0.0,0.4583333,0.2403846,0.25,0.9166667,0.0,0.3888889,0.2083333,0.0,0.275,0.3392857,0.375,0.25,0.0916667,0.125,0.3392857,0.2403846,0.4583333,0.2833333,0.25,0.452381,0.0,0.125,0.0,0.1944444,0.1833333,0.2916667,0.1416667,0.2261905,0.0,0.0,0.1130952,0.1944444,0.1130952,0.2261905,0.3333333,0.0,0.3392857,0.0,0.425,0.0,0.1416667,0.0,0.0,0.0,0.1416667,0.0,0.3392857,0.0,0.0,0.2261905,0.0,0.425,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.1944444,0.0,0.0,0.0,0.0,0.0,0.0,0.2833333,0.4166667,0.0,0.0,0.2833333,0.0
0.1070423,0.0,0.0,0.0,0.0,0.1208333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1294118,0.0,0.2666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1416667,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4381847,0.3216374,0.4388889,0.3222222,0.3267974,0.0763889,0.4525253,0.245614,0.0782828,0.0,0.0,0.0,0.1269841,0.3639847,0.245614,0.1944444,0.0849673,0.2666667,0.0,0.2666667,0.245614,0.0,0.3650794,0.0,0.0940171,0.0888889,0.0,0.3166667,0.1880342,0.1944444,0.3888889,0.0,0.8888889,0.1180556,0.0,0.3166667,0.6349206,0.2777778,0.1944444,0.2111111,0.1388889,0.3809524,0.1880342,0.4222222,0.3111111,0.2777778,0.3809524,0.1269841,0.2777778,0.0,0.2222222,0.1055556,0.2222222,0.1555556,0.2539683,0.0,0.0,0.1269841,0.2222222,0.1269841,0.1269841,0.3611111,0.0,0.2539683,0.0,0.3111111,0.0,0.1555556,0.0,0.0,0.0,0.1555556,0.0,0.2539683,0.0,0.0,0.2539683,0.0,0.1555556,0.1388889,0.0,0.1388889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3111111,0.2222222,0.0,0.0,0.3111111,0.0
0.4867958,0.4276316,0.4178571,0.0875,0.4338235,0.0833333,0.4295455,0.1776316,0.1704545,0.0,0.0,0.0,0.0,0.1594828,0.2664474,0.2083333,0.0919118,0.1916667,0.0,0.1916667,0.1776316,0.225,0.1964286,0.2159091,0.0,0.0958333,0.0,0.1125,0.1009615,0.1041667,0.2083333,0.0,0.1180556,0.875,0.0,0.1125,0.1339286,0.1458333,0.1041667,0.1125,0.1458333,0.2678571,0.2019231,0.1125,0.0,0.1458333,0.1339286,0.2678571,0.0,0.0,0.2361111,0.0,0.0,0.0,0.1339286,0.2361111,0.0,0.0,0.0,0.0,0.2678571,0.1875,0.0,0.1339286,0.0,0.1625,0.0,0.1625,0.0,0.0,0.0,0.0,0.0,0.2678571,0.0,0.0,0.1339286,0.0,0.1625,0.1458333,0.0,0.1458333,0.0,0.0,0.0,0.0,0.0,0.1180556,0.0,0.0,0.0,0.0,0.0,0.0,0.1625,0.2291667,0.0,0.0,0.325,0.0
0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.2380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2916667,0.0,0.0,0.0,0.0,0.0,0.0,0.2916667,0.0,0.0,0.0,0.0,0.0,0.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333,0.0,0.4166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.456338,0.4114035,0.4571429,0.225,0.3588235,0.1416667,0.4727273,0.1526316,0.1454545,0.0,0.0857143,0.1125,0.0,0.2689655,0.3052632,0.1833333,0.1588235,0.1666667,0.0,0.1666667,0.4578947,0.0,0.2571429,0.0954545,0.1769231,0.1666667,0.0,0.1,0.2653846,0.0916667,0.275,0.0,0.3166667,0.1125,0.0,0.9,0.2428571,0.1333333,0.1833333,0.2,0.2666667,0.2428571,0.3538462,0.2,0.0,0.2666667,0.3642857,0.0,0.0,0.0,0.2111111,0.0,0.2111111,0.0,0.2428571,0.1055556,0.0,0.0,0.2111111,0.0,0.2428571,0.175,0.0,0.1214286,0.0,0.15,0.0,0.15,0.0,0.0,0.1333333,0.0,0.0,0.1214286,0.0,0.0,0.3642857,0.0,0.3,0.1333333,0.0,0.1333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.15,0.0
0.3923541,0.4010025,0.4714286,0.2892857,0.4061625,0.0,0.4025974,0.2932331,0.0941558,0.0,0.0,0.0,0.1428571,0.2660099,0.1954887,0.2261905,0.0,0.2095238,0.0,0.4190476,0.1954887,0.0,0.3214286,0.0,0.0,0.0,0.0,0.3642857,0.1098901,0.2261905,0.3392857,0.0,0.6349206,0.1339286,0.0,0.2428571,0.8571429,0.1547619,0.2261905,0.2428571,0.1547619,0.4285714,0.1098901,0.4857143,0.3428571,0.3095238,0.2857143,0.1428571,0.1547619,0.0,0.1269841,0.1214286,0.1269841,0.1714286,0.4285714,0.0,0.0,0.1428571,0.0,0.1428571,0.1428571,0.3928571,0.0,0.2857143,0.0,0.3428571,0.0,0.1714286,0.0,0.0,0.0,0.1714286,0.0,0.2857143,0.0,0.0,0.1428571,0.0,0.1714286,0.1547619,0.0,0.0,0.0,0.0,0.0,0.1428571,0.0,0.1269841,0.0,0.0,0.0,0.0,0.0,0.0,0.3428571,0.2380952,0.0,0.0,0.3428571,0.0
0.4518779,0.3684211,0.3619048,0.2166667,0.2794118,0.1041667,0.369697,0.2192982,0.2121212,0.0,0.0,0.0,0.0,0.2011494,0.1096491,0.25,0.0,0.1166667,0.0,0.1166667,0.2192982,0.1333333,0.4761905,0.2575758,0.1217949,0.35,0.0,0.1333333,0.1217949,0.25,0.375,0.0,0.2777778,0.1458333,0.0,0.1333333,0.1547619,0.8333333,0.125,0.1333333,0.0,0.3095238,0.3653846,0.4,0.3666667,0.0,0.3095238,0.0,0.1666667,0.0,0.2777778,0.1333333,0.1388889,0.3666667,0.0,0.0,0.0,0.1547619,0.1388889,0.1547619,0.1547619,0.2083333,0.0,0.0,0.0,0.1833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1547619,0.0,0.0,0.1547619,0.0,0.0,0.1666667,0.0,0.1666667,0.0,0.0,0.0,0.0,0.0,0.1388889,0.0,0.0,0.0,0.0,0.0,0.1833333,0.1833333,0.5,0.0,0.0,0.1833333,0.0
0.4383803,0.4539474,0.5369048,0.3333333,0.3602941,0.1875,0.4568182,0.2039474,0.0,0.0,0.2321429,0.0,0.0,0.4712644,0.4078947,0.0,0.1421569,0.225,0.0,0.3,0.2039474,0.0,0.1547619,0.0,0.2403846,0.3,0.0,0.1833333,0.0801282,0.1666667,0.25,0.0,0.1944444,0.1041667,0.0,0.1833333,0.2261905,0.125,0.9166667,0.0,0.125,0.1130952,0.3205128,0.275,0.1416667,0.25,0.2261905,0.0,0.0,0.0,0.3888889,0.1833333,0.1944444,0.0,0.2261905,0.0,0.0,0.1130952,0.1944444,0.0,0.1130952,0.1666667,0.0,0.2261905,0.0,0.1416667,0.0,0.2833333,0.0,0.0,0.0,0.1416667,0.0,0.1130952,0.0,0.0,0.2261905,0.0,0.1416667,0.375,0.0,0.125,0.0,0.0,0.0,0.1130952,0.0,0.1944444,0.0,0.0,0.0,0.0,0.0,0.0,0.2833333,0.0,0.0,0.0,0.2833333,0.0
0.5133803,0.4114035,0.5142857,0.075,0.4186275,0.1416667,0.5318182,0.1526316,0.3636364,0.0,0.0857143,0.1125,0.1214286,0.3362069,0.1526316,0.275,0.0794118,0.1666667,0.0,0.0833333,0.2289474,0.2,0.2571429,0.1909091,0.0,0.25,0.0,0.1,0.1769231,0.0,0.0916667,0.0,0.2111111,0.1125,0.0,0.2,0.2428571,0.1333333,0.0,0.9,0.2666667,0.1214286,0.1769231,0.2,0.3,0.1333333,0.0,0.3642857,0.0,0.0,0.1055556,0.0,0.1055556,0.15,0.1214286,0.1055556,0.0,0.0,0.0,0.1214286,0.0,0.0,0.0,0.1214286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.1214286,0.0,0.0,0.0,0.0,0.1333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.2166667,0.0,0.0
0.4518779,0.4605263,0.3619048,0.1083333,0.372549,0.0,0.4621212,0.2192982,0.4242424,0.0,0.0,0.0,0.0,0.3017241,0.1096491,0.125,0.0,0.0,0.0,0.1166667,0.3289474,0.2666667,0.1190476,0.2575758,0.0,0.0,0.0,0.1333333,0.2435897,0.0,0.125,0.0,0.1388889,0.1458333,0.0,0.2666667,0.1547619,0.0,0.125,0.2666667,0.8333333,0.1547619,0.2435897,0.1333333,0.0,0.1666667,0.1547619,0.1547619,0.0,0.0,0.1388889,0.0,0.0,0.0,0.1547619,0.2777778,0.0,0.0,0.0,0.3095238,0.1547619,0.2083333,0.0,0.1547619,0.0,0.1833333,0.0,0.1833333,0.0,0.0,0.1666667,0.0,0.0,0.1547619,0.0,0.0,0.3095238,0.0,0.1833333,0.0,0.0,0.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2083333,0.0,0.3666667,0.1833333,0.0,0.0,0.25,0.1833333,0.0
0.4708249,0.481203,0.4714286,0.2892857,0.487395,0.0922619,0.4831169,0.3909774,0.0941558,0.0,0.0,0.0,0.0,0.2660099,0.0977444,0.2261905,0.1008403,0.2095238,0.0,0.3142857,0.2932331,0.1214286,0.5357143,0.1168831,0.0,0.1047619,0.0,0.3642857,0.1098901,0.2261905,0.3392857,0.0,0.3809524,0.2678571,0.0,0.2428571,0.4285714,0.3095238,0.1130952,0.1214286,0.1547619,0.8571429,0.2197802,0.2428571,0.1714286,0.3095238,0.4285714,0.2857143,0.1547619,0.0,0.2539683,0.1214286,0.1269841,0.1714286,0.2857143,0.1269841,0.0,0.1428571,0.0,0.1428571,0.2857143,0.3928571,0.0,0.2857143,0.0,0.3428571,0.0,0.1714286,0.0,0.0,0.1547619,0.1714286,0.0,0.4285714,0.0,0.0,0.2857143,0.0,0.1714286,0.1547619,0.0,0.0,0.0,0.0,0.1547619,0.0,0.0,0.1269841,0.1964286,0.0,0.0,0.0,0.0,0.0,0.3428571,0.4761905,0.0,0.0,0.3428571,0.0
0.5005417,0.5195682,0.5472527,0.1903846,0.4343891,0.1778846,0.5230769,0.194332,0.1835664,0.0,0.0741758,0.0,0.0,0.5013263,0.388664,0.1602564,0.0678733,0.0,0.0,0.0717949,0.5182186,0.0884615,0.2967033,0.2517483,0.4615385,0.2153846,0.0,0.0884615,0.1538462,0.0801282,0.2403846,0.0,0.1880342,0.2019231,0.0,0.3538462,0.1098901,0.3653846,0.3205128,0.1769231,0.2435897,0.2197802,0.9230769,0.3538462,0.1384615,0.1217949,0.3296703,0.0,0.0,0.0,0.5641026,0.0,0.2820513,0.1384615,0.1098901,0.0,0.0,0.0,0.2820513,0.0,0.3296703,0.1634615,0.0,0.1098901,0.0,0.1384615,0.0,0.2769231,0.0,0.0,0.0,0.0,0.0,0.1098901,0.0,0.0,0.2197802,0.0,0.1384615,0.1217949,0.0,0.1217949,0.0,0.0,0.0,0.0,0.0,0.0940171,0.0,0.0,0.0,0.0,0.0,0.2769231,0.1384615,0.2051282,0.0,0.0,0.1384615,0.0
0.3422535,0.4701754,0.4571429,0.45,0.3588235,0.0708333,0.3545455,0.3052632,0.0727273,0.0,0.0857143,0.1125,0.1214286,0.2689655,0.3052632,0.0916667,0.0,0.0833333,0.0,0.4166667,0.3052632,0.0,0.3428571,0.0954545,0.1769231,0.1666667,0.0,0.4,0.1769231,0.0916667,0.4583333,0.0,0.4222222,0.1125,0.0,0.2,0.4857143,0.4,0.275,0.2,0.1333333,0.2428571,0.3538462,0.9,0.45,0.2666667,0.4857143,0.0,0.1333333,0.0,0.4222222,0.1,0.3166667,0.3,0.3642857,0.0,0.0,0.1214286,0.1055556,0.1214286,0.1214286,0.35,0.0,0.3642857,0.0,0.3,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.2428571,0.0,0.0,0.2428571,0.0,0.15,0.0,0.0,0.1333333,0.0,0.0,0.0,0.1214286,0.0,0.1055556,0.0,0.0,0.0,0.0,0.0,0.15,0.3,0.2166667,0.0,0.0,0.3,0.0
0.428169,0.4350877,0.4285714,0.375,0.4392157,0.2416667,0.4363636,0.2526316,0.1227273,0.0,0.0,0.0,0.1714286,0.2344828,0.1263158,0.1416667,0.1294118,0.1333333,0.0,0.2666667,0.1263158,0.0,0.2714286,0.1454545,0.0,0.1333333,0.0,0.45,0.1384615,0.1416667,0.2833333,0.0,0.3111111,0.0,0.0,0.0,0.3428571,0.3666667,0.1416667,0.3,0.0,0.1714286,0.1384615,0.45,0.8,0.1833333,0.1714286,0.0,0.1833333,0.0,0.1555556,0.15,0.1555556,0.4,0.1714286,0.0,0.0,0.1714286,0.0,0.1714286,0.0,0.225,0.0,0.3428571,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1714286,0.0,0.0,0.0,0.0,0.0,0.1833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1555556,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2666667,0.0,0.0,0.2,0.0
0.2711268,0.3684211,0.3619048,0.325,0.2794118,0.1041667,0.2772727,0.2192982,0.0,0.0,0.0,0.0,0.1547619,0.2011494,0.2192982,0.0,0.1127451,0.2333333,0.0,0.35,0.2192982,0.0,0.2380952,0.0,0.0,0.0,0.0,0.2666667,0.2435897,0.0,0.25,0.0,0.2777778,0.1458333,0.0,0.2666667,0.3095238,0.0,0.25,0.1333333,0.1666667,0.3095238,0.1217949,0.2666667,0.1833333,0.8333333,0.3095238,0.0,0.0,0.0,0.1388889,0.0,0.2777778,0.0,0.4642857,0.1388889,0.0,0.1547619,0.0,0.0,0.1547619,0.2083333,0.0,0.3095238,0.0,0.1833333,0.0,0.1833333,0.0,0.0,0.1666667,0.0,0.0,0.1547619,0.0,0.0,0.3095238,0.0,0.1833333,0.1666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1833333,0.0,0.0,0.0,0.3666667,0.0
0.3923541,0.481203,0.4714286,0.4821429,0.4061625,0.1845238,0.4025974,0.3909774,0.0,0.0,0.1071429,0.0,0.0,0.3546798,0.2932331,0.1130952,0.2016807,0.2095238,0.0,0.2095238,0.4887218,0.0,0.4285714,0.0,0.1098901,0.2095238,0.0,0.2428571,0.3296703,0.2261905,0.452381,0.0,0.3809524,0.1339286,0.0,0.3642857,0.2857143,0.3095238,0.2261905,0.0,0.1547619,0.4285714,0.3296703,0.4857143,0.1714286,0.3095238,0.8571429,0.0,0.1547619,0.0,0.3809524,0.2428571,0.5079365,0.1714286,0.2857143,0.1269841,0.0,0.1428571,0.1269841,0.1428571,0.1428571,0.3928571,0.0,0.1428571,0.0,0.3428571,0.0,0.1714286,0.0,0.0,0.1547619,0.0,0.0,0.2857143,0.0,0.0,0.4285714,0.0,0.1714286,0.0,0.0,0.1547619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3428571,0.2380952,0.0,0.0,0.3428571,0.0
